"subject" "activity" "Time Body Accelerometer -Mean()-X" "Time Body Accelerometer -Mean()-Y" "Time Body Accelerometer -Mean()-Z" "Time Body Accelerometer- -Standard Deviation()-X" "Time Body Accelerometer- -Standard Deviation()-Y" "Time Body Accelerometer- -Standard Deviation()-Z" "Time Gravity Accelerometer -Mean()-X" "Time Gravity Accelerometer -Mean()-Y" "Time Gravity Accelerometer -Mean()-Z" "Time Gravity Accelerometer- -Standard Deviation()-X" "Time Gravity Accelerometer- -Standard Deviation()-Y" "Time Gravity Accelerometer- -Standard Deviation()-Z" "Time Body AccelerometerJerk -Mean()-X" "Time Body AccelerometerJerk -Mean()-Y" "Time Body AccelerometerJerk -Mean()-Z" "Time Body AccelerometerJerk- -Standard Deviation()-X" "Time Body AccelerometerJerk- -Standard Deviation()-Y" "Time Body AccelerometerJerk- -Standard Deviation()-Z" "Time Body Gyroscope -Mean()-X" "Time Body Gyroscope -Mean()-Y" "Time Body Gyroscope -Mean()-Z" "Time Body Gyroscope- -Standard Deviation()-X" "Time Body Gyroscope- -Standard Deviation()-Y" "Time Body Gyroscope- -Standard Deviation()-Z" "Time Body GyroscopeJerk -Mean()-X" "Time Body GyroscopeJerk -Mean()-Y" "Time Body GyroscopeJerk -Mean()-Z" "Time Body GyroscopeJerk- -Standard Deviation()-X" "Time Body GyroscopeJerk- -Standard Deviation()-Y" "Time Body GyroscopeJerk- -Standard Deviation()-Z" "Time Body Accelerometer Magnitude -Mean()" "Time Body Accelerometer Magnitude- -Standard Deviation()" "Time Gravity Accelerometer Magnitude -Mean()" "Time Gravity Accelerometer Magnitude- -Standard Deviation()" "Time Body AccelerometerJerk Magnitude -Mean()" "Time Body AccelerometerJerk Magnitude- -Standard Deviation()" "Time Body Gyroscope Magnitude -Mean()" "Time Body Gyroscope Magnitude- -Standard Deviation()" "Time Body GyroscopeJerk Magnitude -Mean()" "Time Body GyroscopeJerk Magnitude- -Standard Deviation()" "Frequency Body Accelerometer -Mean()-X" "Frequency Body Accelerometer -Mean()-Y" "Frequency Body Accelerometer -Mean()-Z" "Frequency Body Accelerometer- -Standard Deviation()-X" "Frequency Body Accelerometer- -Standard Deviation()-Y" "Frequency Body Accelerometer- -Standard Deviation()-Z" "Frequency Body Accelerometer -MeanFreq()-X" "Frequency Body Accelerometer -MeanFreq()-Y" "Frequency Body Accelerometer -MeanFreq()-Z" "Frequency Body AccelerometerJerk -Mean()-X" "Frequency Body AccelerometerJerk -Mean()-Y" "Frequency Body AccelerometerJerk -Mean()-Z" "Frequency Body AccelerometerJerk- -Standard Deviation()-X" "Frequency Body AccelerometerJerk- -Standard Deviation()-Y" "Frequency Body AccelerometerJerk- -Standard Deviation()-Z" "Frequency Body AccelerometerJerk -MeanFreq()-X" "Frequency Body AccelerometerJerk -MeanFreq()-Y" "Frequency Body AccelerometerJerk -MeanFreq()-Z" "Frequency Body Gyroscope -Mean()-X" "Frequency Body Gyroscope -Mean()-Y" "Frequency Body Gyroscope -Mean()-Z" "Frequency Body Gyroscope- -Standard Deviation()-X" "Frequency Body Gyroscope- -Standard Deviation()-Y" "Frequency Body Gyroscope- -Standard Deviation()-Z" "Frequency Body Gyroscope -MeanFreq()-X" "Frequency Body Gyroscope -MeanFreq()-Y" "Frequency Body Gyroscope -MeanFreq()-Z" "Frequency Body Accelerometer Magnitude -Mean()" "Frequency Body Accelerometer Magnitude- -Standard Deviation()" "Frequency Body Accelerometer Magnitude -MeanFreq()" "Frequency  Body AccelerometerJerk Magnitude -Mean()" "Frequency  Body AccelerometerJerk Magnitude- -Standard Deviation()" "Frequency  Body AccelerometerJerk Magnitude -MeanFreq()" "Frequency  Body Gyroscope Magnitude -Mean()" "Frequency  Body Gyroscope Magnitude- -Standard Deviation()" "Frequency  Body Gyroscope Magnitude -MeanFreq()" "Frequency  Body GyroscopeJerk Magnitude -Mean()" "Frequency  Body GyroscopeJerk Magnitude- -Standard Deviation()" "Frequency  Body GyroscopeJerk Magnitude -MeanFreq()"
"LAYING" 0.25688099 0.00055764311 -0.089272326 -0.37995794 0.029598426 -0.59221888 -0.44032192 -0.19643296 0.018043133 -0.98430276 -0.9606523 -0.9567162 -0.98424253 0.22191572 0.052372657 -0.20954383 -0.14615283 -0.76629976 -0.23231892 -0.09237892 0.1099155 -0.54521396 -0.40891724 -0.47221558 -0.53920083 0.0014273276 0.1335841 -0.39741339 -0.57929945 -0.42718597 -0.37913278 -0.41255918 -0.48028751 -0.41255918 -0.48028751 -0.19212051 -0.23499751 -0.49059829 -0.45373182 -0.56331557 -0.59442754 -0.016053823 -0.637361 -0.43624497 -0.011551833 -0.59896589 -0.30572289 -0.086199993 -0.10413761 -0.37906088 -0.23221091 -0.7290882 -0.32976728 -0.10862249 -0.80405451 -0.17134742 -0.58116208 -0.20445944 -0.4250458 -0.46951845 -0.31346503 -0.56888377 -0.37848451 -0.58454756 -0.51606507 -0.13839247 0.14068905 0.07366847 -0.54305012 -0.43797288 -0.41984293 -0.15876024 -0.17495231 0.061078258 -0.57042434 -0.48353039 -0.56545914 -0.55808153 -0.53022627 -0.11199269
"LAYING" 0.25738042 -0.1152133 -0.18615343 -0.076125907 0.14651196 -0.3751804 -0.18859504 -0.23479495 0.062215814 -0.92885933 -0.73829491 -0.84958074 -0.93262254 0.069899791 -0.23430656 -0.19525308 -0.19768663 -0.73722277 -0.26643813 0.048416904 0.020974108 -0.56043169 -0.55697461 -0.33189509 -0.5617046 0.073070058 -0.0043643627 -0.3827733 -0.69926707 -0.47260031 -0.41923313 -0.011109462 -0.11818978 -0.011109462 -0.11818978 -0.16437948 -0.18357758 -0.49629006 -0.42192692 -0.64658155 -0.64606465 -0.042279453 -0.49698188 -0.029534127 0.16428076 -0.36044426 -0.067169634 -0.31221106 -0.18806603 0.080463206 -0.29750561 -0.71560493 -0.15857835 -0.14317125 -0.75677519 -0.11691397 -0.52656073 -0.44081822 0.17127238 -0.57271731 -0.34710266 -0.61785231 -0.55057756 -0.38795766 -0.40066023 -0.17503576 -0.25746272 -0.65256647 -0.10300356 1.4627496e-05 -0.20427462 -0.12531256 -0.21439374 0.55571602 -0.57941879 -0.46629357 -0.69160594 -0.64446158 -0.6901594 0.50199528
"LAYING" 0.25805999 0.018210964 -0.072604414 -0.2170301 0.14275071 -0.55956029 -0.27350129 -0.21471499 0.016438625 -0.99073733 -0.98826603 -0.98612373 -0.99119166 0.014387388 -0.050295919 -0.1658653 -0.0076177543 -0.66744802 -0.16576751 -0.068377271 0.091206668 -0.4936163 -0.33058438 -0.4494826 -0.47450505 -0.2024254 0.11157978 -0.31842346 -0.5369091 -0.22915164 -0.30414064 -0.28294952 -0.33581461 -0.28294952 -0.33581461 -0.14137919 -0.2345116 -0.44325567 -0.41052106 -0.48252272 -0.5194027 0.13684877 -0.56627765 -0.23214971 0.073540515 -0.59078803 -0.16866123 0.022869333 0.082435611 -0.21082945 0.01365368 -0.61200995 -0.23537143 -0.10813607 -0.72491609 -0.10263914 -0.13936742 0.061947854 -0.21100354 -0.39667573 -0.28229455 -0.53578669 -0.29746816 -0.56745703 -0.39999911 -0.056525925 0.37218339 -0.24239469 -0.4157176 -0.26885983 -0.44443744 -0.1622176 -0.095295582 -0.22153543 -0.52954332 -0.43328529 -0.59178347 -0.5289114 -0.46867421 -0.34798531
"LAYING" 0.25857456 -0.0478389 -0.13142819 -0.19351781 0.1460522 -0.55573643 -0.26781349 -0.20237249 0.01158068 -0.96823966 -0.98741895 -0.97483207 -0.97031331 0.16198235 -0.030801406 0.10175703 0.030127477 -0.68815676 -0.012559826 -0.063054601 0.090982083 -0.56656342 -0.33805272 -0.41815404 -0.55215761 -0.036566063 -0.095992845 -0.35853515 -0.46971316 -0.21344077 -0.34676081 -0.15837374 -0.32256531 -0.15837374 -0.32256531 0.19240344 0.066201652 -0.4630531 -0.43414234 -0.41089171 -0.46946727 0.15622942 -0.54972972 -0.26657678 0.067856004 -0.59523644 -0.03499509 -0.070656426 0.012953646 -0.46133829 0.019951195 -0.62879346 0.046489707 -0.031857586 -0.75149806 0.33618603 -0.21069699 -0.085085913 -0.39692087 -0.365053 -0.23738207 -0.61872858 -0.32654304 -0.54485801 -0.46745698 -0.0098194544 0.3257648 -0.30386896 -0.36535633 -0.20327778 -0.45808328 0.087518343 0.32956003 -0.48837353 -0.58252887 -0.46294438 -0.76101412 -0.47115473 -0.37810199 -0.41976561
"LAYING" 0.25859562 0.048193488 -0.13057848 -0.30900277 0.22626285 -0.31245453 -0.39919432 -0.25470069 0.039221686 -0.98477546 -0.94335244 -0.96097616 -0.98626089 0.47703121 0.091105031 -0.15688261 -0.042072989 -0.23722366 -0.1558592 -0.037969403 0.053276567 -0.34802803 -0.1926368 -0.22555365 -0.35762142 0.1031796 0.15489964 0.16870295 -0.20444592 0.11496282 0.19646712 -0.28100059 -0.36495895 -0.28100059 -0.36495895 -0.10716152 -0.15304226 -0.23626606 -0.13804963 -0.15621156 -0.15390819 0.25006813 -0.20656519 -0.33745474 0.13550906 -0.44383999 -0.22142976 0.16247633 0.4643276 -0.27316039 -0.11477852 -0.16828639 -0.18971656 -0.025082127 -0.30361392 -0.073479981 -0.47406987 0.07149769 -0.11848193 -0.15324133 0.0062228192 -0.48275592 -0.22370737 -0.38983414 -0.25334728 0.10868875 0.40130103 -0.52582641 -0.42222377 -0.3428592 -0.24860175 -0.074139547 -0.012606645 -0.092657325 -0.42936572 -0.3975152 -0.29114785 -0.22437397 -0.22483469 -0.085084742
"LAYING" 0.25870172 -0.040692599 -0.120247 -0.95668091 -0.84666382 -0.83354759 -0.96218878 -0.2520072 -0.1899189 -0.95301192 -0.9475417 -0.89602206 -0.95921711 -0.0060521538 -0.10047879 -0.94273817 -0.89079739 -0.89746032 -0.95113905 -0.089402819 0.042055381 -0.89271736 -0.8895068 -0.89154168 -0.90343886 -0.041932965 -0.046862502 -0.8476226 -0.91169802 -0.91794273 -0.87758128 -0.90117242 -0.91087661 -0.90117242 -0.91087661 -0.87889151 -0.89281993 -0.85825718 -0.84937429 -0.87432305 -0.88520459 -0.84833867 -0.83469579 -0.96243937 -0.85449221 -0.84556125 -0.95031639 -0.30037124 0.16644411 -0.5102522 -0.8959615 -0.88387992 -0.94832074 -0.89230758 -0.90983774 -0.9318952 -0.70819413 -0.27680459 -0.55728901 -0.88800776 -0.87862563 -0.90807806 -0.89114343 -0.90594986 -0.85346846 -0.13501562 -0.23342048 -0.68727517 -0.92420608 -0.91655661 -0.30845741 -0.88330533 -0.88209798 -0.084199681 -0.88115207 -0.86541753 -0.50217587 -0.87069396 -0.86243428 -0.22129573
"LAYING" 0.26025246 -0.019358373 -0.14199064 -0.97833512 -0.94381443 -0.87246053 -0.97961965 0.15110875 0.018606805 -0.96658125 -0.96533431 -0.80497329 -0.96612201 0.014257315 0.083826568 -0.96882452 -0.95647721 -0.94137169 -0.96916397 -0.19382085 0.26803309 -0.95326613 -0.93469174 -0.95453156 -0.95782382 -0.027948896 -0.069485537 -0.90706709 -0.95894004 -0.96726825 -0.90981811 -0.9145314 -0.9251381 -0.9145314 -0.9251381 -0.95012861 -0.95314525 -0.93833742 -0.93128386 -0.94829851 -0.95000048 -0.94852559 -0.88558167 -0.9808244 -0.94385609 -0.87424831 -0.97391288 -0.060851695 0.13763188 -0.54612746 -0.95856915 -0.93838103 -0.96851287 -0.95696257 -0.94257542 -0.96102617 -0.26314695 -0.18908571 -0.23365788 -0.94052741 -0.94935753 -0.96539132 -0.93165491 -0.96041734 -0.94287163 -0.35488052 -0.12739183 -0.76634016 -0.92668899 -0.9140289 -0.38490676 -0.9526963 -0.94953877 -0.11309252 -0.94877343 -0.9446604 -0.48150416 -0.94948622 -0.95251169 0.19171325
"LAYING" 0.26063255 -0.015503009 -0.13792165 -0.98425727 -0.9596087 -0.9342161 -0.98495877 0.97538188 0.16086027 -0.98583687 -0.99712734 -0.9720532 -0.98656953 0.026201641 -0.016003986 -0.98182942 -0.95168403 -0.97358951 -0.98153336 -0.068772561 0.079721662 -0.95842921 -0.96256649 -0.95882795 -0.96793645 -0.029992809 -0.046355871 -0.95643424 -0.96642966 -0.96798042 -0.9660163 -0.95018728 -0.95632301 -0.95018728 -0.95632301 -0.96786247 -0.97106223 -0.93212824 -0.93776273 -0.96128767 -0.96587202 -0.9515103 -0.9528246 -0.98493353 -0.96614259 -0.9286437 -0.98251118 0.3472216 -0.10339432 -0.24117512 -0.95121384 -0.96892103 -0.98378103 -0.95580297 -0.97701128 -0.97841654 -0.15464082 -0.15983728 -0.48194876 -0.95848875 -0.95273067 -0.96167837 -0.96553015 -0.96472014 -0.95071557 0.053345104 -0.084945834 -0.39245509 -0.95091424 -0.96158915 0.45963914 -0.96826028 -0.96278841 -0.46204043 -0.93746549 -0.92781004 -0.49873863 -0.96219547 -0.95734483 -0.36673149
"LAYING" 0.2607563 -0.034362473 -0.16878845 -0.42693097 0.043189434 -0.55318774 -0.48659987 -0.19999936 0.04996874 -0.97155205 -0.93864034 -0.87893036 -0.97127124 -0.28172749 -0.091407242 -0.3521489 -0.22936502 -0.74256915 -0.3255315 -0.28226963 0.10589867 -0.45799794 -0.46065988 -0.55677316 -0.48303191 0.1292662 0.02684842 -0.41772391 -0.62073959 -0.51536396 -0.40684042 -0.41570962 -0.42854474 -0.41570962 -0.42854474 -0.39412382 -0.39565526 -0.4811103 -0.41751168 -0.60806296 -0.62177179 0.013331995 -0.6079756 -0.46298846 -0.006918965 -0.5579311 -0.39061749 -0.047533787 -0.20621426 -0.1387004 -0.27935773 -0.72581688 -0.41508062 -0.22532818 -0.75709998 -0.29579077 -0.68713162 -0.52919392 -0.28629779 -0.47160408 -0.46093372 -0.4849042 -0.45775014 -0.63370194 -0.38679931 -0.063427628 -0.014598378 0.012071083 -0.55492507 -0.41924281 -0.54873216 -0.41816268 -0.34386114 -0.24736106 -0.55122125 -0.5209479 -0.32143641 -0.65611125 -0.59633467 -0.4285745
"LAYING" 0.26119037 -0.017157502 -0.10713685 -0.98233129 -0.9357384 -0.94236753 -0.98639756 0.98436611 0.075370863 -0.98642544 -0.9967909 -0.97649389 -0.98648449 -0.023893207 0.020260438 -0.98004752 -0.93168747 -0.96360807 -0.9809951 -0.097687721 0.073525318 -0.96860422 -0.93049905 -0.94509214 -0.97408021 -0.093296945 -0.085931577 -0.95138794 -0.96391183 -0.96721446 -0.96106957 -0.94504564 -0.95679569 -0.94504564 -0.95679569 -0.94344069 -0.95232505 -0.90975133 -0.90653915 -0.95289374 -0.95603107 -0.92249889 -0.94832651 -0.9831612 -0.9471049 -0.94252982 -0.97961261 0.54383982 0.089830236 -0.45524886 -0.92181218 -0.95493802 -0.98273588 -0.95204771 -0.97188145 -0.97706343 0.099908128 0.07735767 -0.52613292 -0.93079189 -0.93926507 -0.97335882 -0.93070194 -0.95205356 -0.96029014 -0.0017393868 -0.11281715 -0.54397706 -0.95504347 -0.95163347 -0.15694461 -0.94244545 -0.94744674 0.045499976 -0.91380312 -0.91801685 -0.015931809 -0.95048134 -0.95272952 0.14434601
"LAYING" 0.26236793 -0.010434777 -0.15497046 0.01165782 0.13621751 -0.49253011 -0.057102718 -0.28846175 -0.0015474925 -0.96780725 -0.89269941 -0.93527692 -0.96827423 -0.14155968 0.096918493 -0.080769138 -0.18209756 -0.66490568 -0.090443449 -0.20684934 0.10196316 -0.33102518 -0.30182119 -0.20966332 -0.36348248 -0.10189692 -0.01585979 -0.33882466 -0.4831427 -0.29477457 -0.30634208 -0.066385549 -0.19677327 -0.066385549 -0.19677327 -0.16548235 -0.23369092 -0.29489685 -0.20505808 -0.51374881 -0.51026883 -0.026709889 -0.56180171 0.073074954 0.14352698 -0.49451273 0.046073394 -0.20590009 -0.015674872 0.10056063 -0.26466803 -0.6521088 -0.01261735 -0.14597615 -0.67536659 0.11497387 -0.48712054 -0.34251217 -0.089210867 -0.34522743 -0.1382247 -0.35933636 -0.28118183 -0.30676993 -0.23887734 -0.27822332 -0.13590367 0.052938056 -0.16340258 -0.14045076 -0.19058098 -0.10924139 -0.09287303 0.13235602 -0.3888246 -0.26563329 -0.57846649 -0.53092013 -0.51298455 0.056359486
"LAYING" 0.26291889 -0.016644676 -0.11049707 -0.98934115 -0.97541257 -0.98296364 -0.99038343 0.97458691 0.16408894 -0.98679439 -0.9982382 -0.99680611 -0.9864413 -0.00045875705 0.010059238 -0.98324932 -0.96867431 -0.980335 -0.98394306 -0.073693266 0.083812403 -0.98494844 -0.98004288 -0.98054745 -0.98559824 -0.032629755 -0.055909295 -0.97721133 -0.9810204 -0.98375074 -0.97616133 -0.98558931 -0.98737791 -0.98558931 -0.98737791 -0.97874843 -0.97900143 -0.98340427 -0.98282373 -0.98567158 -0.98546273 -0.97221439 -0.98024296 -0.99125986 -0.97775889 -0.98540908 -0.98756617 0.30806896 0.45265221 -0.64785614 -0.97171005 -0.9779072 -0.98603599 -0.96720955 -0.98122729 -0.98258832 -0.27129996 0.033214822 -0.53290299 -0.97817741 -0.97969406 -0.98774079 -0.98136442 -0.98247675 -0.9808046 0.056597344 0.031376941 -0.69848021 -0.98955139 -0.98582728 -0.75415638 -0.98009289 -0.97728932 -0.48752182 -0.98787786 -0.98480561 -0.70691985 -0.9896536 -0.98613065 -0.78134892
"LAYING" 0.2632926 -0.032169444 -0.14896487 0.44608743 0.44055268 -0.48545133 0.34643881 -0.15717166 0.0079472572 -0.98343483 -0.9628301 -0.93857105 -0.98432164 -0.25349554 0.018295703 0.22540528 0.45584462 -0.61789164 0.27297536 -0.30030541 0.20833799 -0.37872839 -0.38150663 -0.21864225 -0.40845509 -0.090104831 -0.11897343 -0.12060627 -0.41010343 0.0031907221 -0.039887727 0.4180937 0.32512384 0.4180937 0.32512384 0.13442856 0.1713761 -0.29602107 -0.19596876 -0.41113447 -0.42868125 0.46988135 -0.50917503 0.54243094 0.3328164 -0.51264824 0.32760008 0.068034955 -0.087842369 0.37407647 0.26204657 -0.60126816 0.23102696 0.56685686 -0.63202027 0.43891153 -0.56747167 -0.26134821 -0.042436931 -0.3471947 -0.095565872 -0.47721686 -0.40808539 -0.33496603 -0.22925407 0.17476185 0.25405271 -0.57313812 0.21472638 0.46340013 -0.47532621 0.011613712 0.075670399 -0.0098751283 -0.45885439 -0.31988005 -0.71618314 -0.45705443 -0.3610219 -0.37617166
"LAYING" 0.26344418 -0.065645275 -0.24360863 -0.91668669 -0.81072271 -0.86776275 -0.95398942 -0.15340489 0.051665138 -0.92937854 -0.85658741 -0.84099895 -0.93160245 0.077528799 0.11305974 -0.86325855 -0.87215094 -0.90826236 -0.91922132 0.2802789 -0.048856683 -0.78703652 -0.68895945 -0.89106625 -0.86454825 -0.082699139 -0.021260286 -0.73275094 -0.78943729 -0.91533501 -0.83511999 -0.83688465 -0.85903217 -0.83688465 -0.85903217 -0.80231029 -0.86642516 -0.48897382 -0.61647462 -0.68820961 -0.78631749 -0.8064085 -0.8553233 -0.93202552 -0.82414927 -0.88616152 -0.90129184 -0.07051204 0.37321349 -0.67372024 -0.869548 -0.8944131 -0.88055002 -0.8849261 -0.92118967 -0.85444977 -0.25458526 0.11573627 -0.48018286 -0.67408286 -0.87182531 -0.82013738 -0.70068215 -0.90807306 -0.73368627 -0.33317463 -0.084409342 -0.57572096 -0.85582863 -0.86457847 -0.084578223 -0.81217954 -0.81508388 -0.13467293 -0.50145452 -0.43352439 -0.45566551 -0.66457957 -0.65430815 -0.20507546
"LAYING" 0.26360681 -0.032312162 -0.03892729 -0.95727399 -0.82980927 -0.86471542 -0.96591347 -0.039805797 0.14175929 -0.98718145 -0.88091113 -0.90031034 -0.98779847 -0.02610951 0.015605482 -0.93063273 -0.82552473 -0.90914345 -0.93456489 -0.00088416903 0.040227202 -0.90793798 -0.90164741 -0.83369246 -0.94277249 -0.080066452 -0.021821332 -0.84396429 -0.91526137 -0.77136941 -0.91258493 -0.8412764 -0.87724897 -0.8412764 -0.87724897 -0.82676971 -0.8915796 -0.80719157 -0.83943048 -0.807211 -0.88665834 -0.81436047 -0.87235028 -0.96221501 -0.84864332 -0.87024728 -0.94344565 0.023815182 -0.052955085 -0.67416417 -0.8243083 -0.89929482 -0.93560319 -0.83977688 -0.91743917 -0.92080717 -0.21614196 -0.41785471 -0.25452903 -0.88228289 -0.74505522 -0.92810071 -0.91645246 -0.89164363 -0.88139681 0.21022437 0.48885372 -0.77181018 -0.86617726 -0.83080935 -0.50738324 -0.81767126 -0.79321376 -0.3637829 -0.83708606 -0.82374783 -0.45091356 -0.83603739 -0.81584292 -0.40151976
"LAYING" 0.26465899 -0.019388071 -0.095512957 -0.98694926 -0.98119223 -0.97738568 -0.98760537 0.97871888 0.14036424 -0.99687564 -0.99590786 -0.98557338 -0.99747711 0.013104278 0.0083480582 -0.98533078 -0.97256986 -0.98936504 -0.98431704 -0.067425655 0.081855496 -0.9866911 -0.98282627 -0.98279844 -0.98754886 -0.042979842 -0.051887812 -0.98707274 -0.98575963 -0.99039196 -0.98670048 -0.98564035 -0.98749816 -0.98564035 -0.98749816 -0.98842624 -0.98850672 -0.98427198 -0.98165736 -0.98942934 -0.98934153 -0.97925022 -0.98292458 -0.9873248 -0.98240189 -0.9749734 -0.98663463 0.42027799 0.083871852 -0.16101355 -0.97624867 -0.98786045 -0.98691131 -0.97013836 -0.98934441 -0.98555328 0.032074733 0.21590286 -0.084260773 -0.9821161 -0.98348401 -0.98813202 -0.98332141 -0.98396171 -0.98434931 -0.05740219 -0.18498939 -0.37028287 -0.98681415 -0.98485875 -0.33756965 -0.99039177 -0.98795705 -0.7220644 -0.98645858 -0.98467012 -0.53982603 -0.99201693 -0.99001181 -0.65269429
"LAYING" 0.26475519 -0.013179591 -0.13678978 -0.98544747 -0.96752477 -0.93272813 -0.98601399 0.9768125 0.14920246 -0.97974228 -0.99256694 -0.92994696 -0.97928376 0.0033485882 0.018894374 -0.97946323 -0.95889469 -0.97451844 -0.97768713 -0.075391279 0.098608533 -0.96035044 -0.96959448 -0.97857328 -0.97076207 -0.041067263 -0.053786144 -0.95352522 -0.96877415 -0.97472059 -0.96045632 -0.9535067 -0.96085478 -0.9535067 -0.96085478 -0.97328809 -0.97581003 -0.94678898 -0.95277792 -0.96471926 -0.96953433 -0.96564149 -0.95439054 -0.98698166 -0.96955252 -0.92592997 -0.98424384 0.44594569 -0.11210449 -0.40847113 -0.96245909 -0.97103178 -0.98005603 -0.95749929 -0.97653697 -0.97664641 -0.11638337 -0.17297375 -0.25384986 -0.96670778 -0.9715919 -0.96543344 -0.9716764 -0.98339374 -0.95288671 0.057405346 0.22232067 -0.50289118 -0.95422309 -0.9615256 0.35462663 -0.97797321 -0.97127573 -0.70696418 -0.95481328 -0.94571444 -0.6185594 -0.96612058 -0.96171523 -0.34068532
"LAYING" 0.2647964 -0.038581499 -0.11179041 -0.9881387 -0.95597775 -0.94111143 -0.98933885 -0.25075922 0.11364676 -0.98312916 -0.94585703 -0.96482057 -0.98309256 0.012520021 0.0069893721 -0.98278345 -0.97132965 -0.9894643 -0.98194567 -0.050743824 0.068056748 -0.97072198 -0.96417976 -0.96291888 -0.97561053 -0.038549024 -0.043161814 -0.97564595 -0.98081914 -0.97640151 -0.97628206 -0.96426593 -0.96712298 -0.96426593 -0.96712298 -0.98667665 -0.98536167 -0.95551686 -0.95443544 -0.98114905 -0.98213184 -0.95999113 -0.97442202 -0.98951681 -0.95560006 -0.9297453 -0.98560885 -0.20454934 -0.40005323 -0.59927635 -0.97138326 -0.98842286 -0.984907 -0.97331661 -0.98891304 -0.98028388 -0.33588446 -0.13431728 -0.48052314 -0.96782205 -0.96337688 -0.97226834 -0.96220899 -0.96597288 -0.96449734 -0.41991063 -0.13828761 -0.28550932 -0.96379758 -0.96218113 -0.10426059 -0.98732202 -0.98597469 -0.44856472 -0.95748665 -0.95348171 -0.41314042 -0.98272872 -0.98236429 -0.093680495
"LAYING" 0.26689552 -0.0094239423 -0.08519007 -0.97325473 -0.87953542 -0.90937518 -0.97698255 0.03025983 0.16155504 -0.97426725 -0.90193598 -0.90544291 -0.97351421 -0.041272176 -0.031207193 -0.96276368 -0.94647581 -0.96602037 -0.96058234 -0.17809263 -0.1221783 -0.94497129 -0.9442532 -0.83834834 -0.94622033 -0.023430528 0.018531424 -0.96630318 -0.96249071 -0.9482263 -0.96586776 -0.91946118 -0.92678622 -0.91946118 -0.92678622 -0.96678905 -0.96643736 -0.85477748 -0.82374178 -0.97151948 -0.97144115 -0.89222904 -0.93423187 -0.97555662 -0.87972843 -0.90265759 -0.96627015 -0.20732746 -0.058378195 -0.54184143 -0.95028308 -0.95976889 -0.96385108 -0.94565891 -0.97118655 -0.95601866 -0.50858893 0.065458345 -0.25919574 -0.94144707 -0.861845 -0.94888344 -0.94637871 -0.84585305 -0.93712407 -0.13426444 -0.067292159 -0.23541918 -0.92858825 -0.91481537 -0.42501327 -0.96932843 -0.96140724 -0.48621221 -0.85406979 -0.88218513 0.3951159 -0.9777427 -0.97227935 -0.68837812
"LAYING" 0.26700955 -0.010571922 -0.12027379 -0.9723627 -0.95282364 -0.96049728 -0.98575556 -0.27240965 -0.21634199 -0.99840062 -0.98344387 -0.98543972 -0.99871533 -0.016945112 -0.057075037 -0.97353595 -0.9723268 -0.9802496 -0.97795977 -0.070203969 0.12085012 -0.81866258 -0.96604973 -0.87291369 -0.8813957 -0.073228277 0.11458953 -0.93618202 -0.9745285 -0.955796 -0.95497822 -0.94130081 -0.96443865 -0.94130081 -0.96443865 -0.96983508 -0.97769394 -0.69112294 -0.77343226 -0.94596374 -0.95993672 -0.95131846 -0.95496508 -0.97830541 -0.95556254 -0.96673267 -0.96748599 -0.0078311665 0.43111448 -0.68854358 -0.97244785 -0.97569954 -0.98041721 -0.97415297 -0.98375784 -0.97171611 -0.56126455 -0.21639613 -0.80372098 -0.96286977 -0.81377421 -0.84193028 -0.96834422 -0.91148196 -0.79913656 0.071638808 0.4350444 -0.35553645 -0.95364699 -0.94332203 -0.48600655 -0.9630702 -0.96398645 -0.15001125 -0.7225048 -0.70903374 -0.34213884 -0.938125 -0.9352399 -0.18017073
"LAYING" 0.26823856 -0.017526805 -0.12972413 -0.9701748 -0.9616646 -0.97391764 -0.97796502 0.98692625 -0.032624388 -0.99317719 -0.99823722 -0.97390392 -0.99333644 0.0037468705 -0.016202332 -0.95778615 -0.94666354 -0.97484362 -0.96544115 -0.098500817 0.087281927 -0.9719447 -0.92766658 -0.94352155 -0.97551183 -0.012253204 -0.063359939 -0.96122585 -0.94872742 -0.95898029 -0.96842147 -0.95318415 -0.96010131 -0.95318415 -0.96010131 -0.94578937 -0.95505161 -0.90292281 -0.914086 -0.94429084 -0.9497862 -0.95443022 -0.97058161 -0.97408138 -0.96748615 -0.97749594 -0.96309052 0.41932046 0.321488 -0.5805624 -0.94800928 -0.97305026 -0.96290275 -0.94878705 -0.9749679 -0.95208702 -0.0017442246 0.049927734 -0.49979002 -0.92436022 -0.94130747 -0.97553119 -0.93022489 -0.94927722 -0.96320606 -0.28150257 -0.16688685 -0.61211013 -0.95936792 -0.9545207 -0.3787229 -0.93669146 -0.93165448 -0.27153689 -0.91574644 -0.89892254 -0.58220562 -0.94145789 -0.9390209 -0.24996206
